序号与项目,检查点,原文关键词,解析关键词,原文短证据,解析短证据,Codex预检,人工结论,人工意见
153_佛山市全海世家新材料科技有限公司新建项目_01_报批稿或报告表,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,要环境影响和保护措施 28 五、环境保护措施监督检查清单 68 六、结论 70 附表 71 建设项目污染物排放量汇总表 71 附图1 地理位置图 72 ,主要环境影响和保护措施28 五、环境保护措施监督检查清单68 六、结论70 附表71 建设项目污染物排放量汇总表71 附图1 地理位置图72 附图2 总,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,12 1 一、建设项目基本情况 建设项目名称 佛山市全海世家新材料科技有限公司新建项目 项目代码 / 建设单位联系人 欧桂香 联系方式 13018569,5页 1 一、建设项目基本情况 建设项目名称 佛山市全海世家新材料科技有限公司新建项目 项目代码 / 建设单位联系人 欧桂香 联系方式 13018569,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,产品与产量,产品方案、主要产品、年产,产品方案、主要产品、年产,地面 积 7776.8 平方米，年产挤塑板 300 万平方米、改性塑料粒 1000 吨。 2、总图布置及四至情况 佛山市全海世家新材料科技有限公司新建项,地面 积 7776.8 平方米，年产挤塑板 300 万平方米、改性塑料粒 1000 吨。 2、总图布置及四至情况 佛山市全海世家新材料科技有限公司新建项,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,原辅材料,主要原辅材料、原辅材料、辅料,主要原辅材料、原辅材料、辅料, 励使 用 的低 VOCs 含量原辅材料， 符合政策要求。 符合 3 1.2 第四十五条 产生含挥发性有机物废气 的生产和服务活动，应当在密闭空间或 者, 励使 用 的低 VOCs 含量原辅材料， 符合政策要求。 符合 第7页 3 1.2 第四十五条 产生含挥发性有机物废气 的生产和服务活动，应当在密闭空,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,清单 根据建设单位提供资料，项目主要生产设备如下表所示。 表 2-9 项目主要生产设备一览表 序号 设备名称 型号 规格参数 数量 单位 使用工序 位置,清单 根据建设单位提供资料，项目主要生产设备如下表所示。 表 2-9 项目主要生产设备一览表 序号 设备名称 型号 规格参数 数量 单位 使用工序 位置,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,采购清单。 鼓励重点行业企业开展生产工艺和设备 水性化改造，推广使用水性、高固体分、 无溶剂、粉末等低 VOCs 含量涂料。 本项目使用的包覆胶属于 鼓,采购清单。 鼓励重点行业企业开展生产工艺和设备 水性化改造，推广使用水性、高固体分、 无溶剂、粉末等低 VOCs 含量涂料。 本项目使用的包覆胶属于 鼓,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,源强与定量核算,污染源强、产生量、排放量,污染源强、产生量、排放量,......73 建设项目污染物排放量汇总表 .....................................................,......73 建设项目污染物排放量汇总表 .....................................................,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭, 密闭 负压 收集后进入 1 套活性炭吸附 系统处理后引至楼顶 1 个 15 米高的排气筒 DA001 排放， 包 覆废 气经 车间 密闭 负压 收集后, 密闭 负压 收集后进入 1 套活性炭吸附 系统处理后引至楼顶 1 个 15 米高的排气筒 DA001 排放， 包 覆废 气经 车间 密闭 负压 收集后,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,理方资质佐证材料。 企业严格执行危险废物转 移计划报批、依法建立危险 废物转移联单，并通过信息 系统登记转移计划和电子 转移联单。 符合 4.6 要求建,理方资质佐证材料。 企业严格执行危险废物转 移计划报批、依法建立危险 废物转移联单，并通过信息 系统登记转移计划和电子 转移联单。 符合 4.6 要求建,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准, 目所在镇街分局出具 VOCs 总量指标来 源及替代削减方案的意见，开展总量替 代。 项目 VOCs 排放总量指标为 5.154t/a，从镇街总量列支 , 目所在镇街分局出具 VOCs 总量指标来 源及替代削减方案的意见，开展总量替 代。 项目 VOCs 排放总量指标为 5.154t/a，从镇街总量列支 ,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_02_报批稿或报告表,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,...........29 五、环境保护措施监督检查清单 ...............................................,...........29 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,项目基本情况,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,产品与产量,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,原辅材料,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,生产设备,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,工艺与产污,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,源强与定量核算,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,废气治理,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,固废与危险废物,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,总量与执行标准,,,,,原文未自动定位，待人工确认,,
153_佛山市全海世家新材料科技有限公司新建项目_03_报批稿或报告表,监督检查清单,,,,,原文未自动定位，待人工确认,,
154_佛山辰僖塑料有限公司新建项目_01_报批稿或报告表,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,区排水证 一、建设项目基本情况 建设项目名称 | 佛山辰僖塑料有限公司新建项目 项目代码 | 无 建设单位联系人 | 周钜辉 | 联系方式 | 1508,区排水证 一、建设项目基本情况 建设项目名称 佛山辰僖塑料有限公司新建项目 项目代码 无 建设单位联系人 周钜辉 联系方式 15088042604 建设,关键词已对应，待人工核验数值与字段归属,,
154_佛山辰僖塑料有限公司新建项目_01_报批稿或报告表,产品与产量,主要产品、产品名称、年产,主要产品、产品名称、年产,4）。项目主要生产塑料制品，预计年产塑料瓶350万个、塑料盖350万套；项目主要生产工艺为注塑、吹瓶、过火、丝网印刷工艺等。 根据《建设项目环境影响评价,）。 项目主要生产塑料制品，预计年产塑料瓶350万个、塑料盖350万套； 项目主要生产工艺为注塑、吹瓶、过火、丝网印刷工艺等。 根据《建设项目环境影响评,关键词已对应，待人工核验数值与字段归属,,
